datetime;dollar;d_dollar;day_of_week_0;day_of_week_1;day_of_week_2;day_of_week_3;day_of_week_4;day_of_week_5;day_of_week_6;sin_month;cos_month
2013-02-05;29.9251;-0.07150000000000034;0;1;0;0;0;0;0;0.49999999999999994;0.8660254037844387
2013-02-06;30.1231;0.1980000000000004;0;0;1;0;0;0;0;0.49999999999999994;0.8660254037844387
2013-02-07;29.9598;-0.16329999999999956;0;0;0;1;0;0;0;0.49999999999999994;0.8660254037844387
2013-02-08;30.0496;0.08980000000000032;0;0;0;0;1;0;0;0.49999999999999994;0.8660254037844387
2013-02-09;30.1575;0.10789999999999722;0;0;0;0;0;1;0;0.49999999999999994;0.8660254037844387
2013-02-10;30.1575;0.0;0;0;0;0;0;0;1;0.49999999999999994;0.8660254037844387
2013-02-11;30.1575;0.0;1;0;0;0;0;0;0;0.49999999999999994;0.8660254037844387
2013-02-12;30.159;0.0015000000000000568;0;1;0;0;0;0;0;0.49999999999999994;0.8660254037844387
2013-02-13;30.1713;0.012299999999999756;0;0;1;0;0;0;0;0.49999999999999994;0.8660254037844387
2013-02-14;30.0692;-0.10210000000000008;0;0;0;1;0;0;0;0.49999999999999994;0.8660254037844387
2013-02-15;30.0773;0.008100000000002439;0;0;0;0;1;0;0;0.49999999999999994;0.8660254037844387
2013-02-16;30.1139;0.036599999999999966;0;0;0;0;0;1;0;0.49999999999999994;0.8660254037844387
2013-02-17;30.1139;0.0;0;0;0;0;0;0;1;0.49999999999999994;0.8660254037844387
2013-02-18;30.1139;0.0;1;0;0;0;0;0;0;0.49999999999999994;0.8660254037844387
2013-02-19;30.1258;0.011900000000000688;0;1;0;0;0;0;0;0.49999999999999994;0.8660254037844387
2013-02-20;30.1277;0.0018999999999991246;0;0;1;0;0;0;0;0.49999999999999994;0.8660254037844387
2013-02-21;30.0502;-0.07750000000000057;0;0;0;1;0;0;0;0.49999999999999994;0.8660254037844387
2013-02-22;30.2337;0.18349999999999866;0;0;0;0;1;0;0;0.49999999999999994;0.8660254037844387
2013-02-23;30.3596;0.12590000000000146;0;0;0;0;0;1;0;0.49999999999999994;0.8660254037844387
2013-02-24;30.3596;0.0;0;0;0;0;0;0;1;0.49999999999999994;0.8660254037844387
2013-02-25;30.3596;0.0;1;0;0;0;0;0;0;0.49999999999999994;0.8660254037844387
2013-02-26;30.3368;-0.022800000000000153;0;1;0;0;0;0;0;0.49999999999999994;0.8660254037844387
2013-02-27;30.5889;0.25209999999999866;0;0;1;0;0;0;0;0.49999999999999994;0.8660254037844387
2013-02-28;30.6202;0.03130000000000166;0;0;0;1;0;0;0;0.49999999999999994;0.8660254037844387
2013-03-01;30.5124;-0.107800000000001;0;0;0;0;1;0;0;0.8660254037844386;0.5000000000000001
2013-03-02;30.6381;0.12570000000000192;0;0;0;0;0;1;0;0.8660254037844386;0.5000000000000001
2013-03-03;30.6381;0.0;0;0;0;0;0;0;1;0.8660254037844386;0.5000000000000001
2013-03-04;30.6381;0.0;1;0;0;0;0;0;0;0.8660254037844386;0.5000000000000001
2013-03-05;30.787;0.1488999999999976;0;1;0;0;0;0;0;0.8660254037844386;0.5000000000000001
2013-03-06;30.6963;-0.09069999999999823;0;0;1;0;0;0;0;0.8660254037844386;0.5000000000000001
2013-03-07;30.6214;-0.07489999999999952;0;0;0;1;0;0;0;0.8660254037844386;0.5000000000000001
2013-03-08;30.7628;0.1413999999999973;0;0;0;0;1;0;0;0.8660254037844386;0.5000000000000001
2013-03-09;30.7628;0.0;0;0;0;0;0;1;0;0.8660254037844386;0.5000000000000001
2013-03-10;30.7628;0.0;0;0;0;0;0;0;1;0.8660254037844386;0.5000000000000001
2013-03-11;30.7628;0.0;1;0;0;0;0;0;0;0.8660254037844386;0.5000000000000001
2013-03-12;30.7576;-0.005199999999998539;0;1;0;0;0;0;0;0.8660254037844386;0.5000000000000001
2013-03-13;30.7499;-0.007699999999999818;0;0;1;0;0;0;0;0.8660254037844386;0.5000000000000001
2013-03-14;30.7209;-0.028999999999999915;0;0;0;1;0;0;0;0.8660254037844386;0.5000000000000001
2013-03-15;30.7769;0.05600000000000094;0;0;0;0;1;0;0;0.8660254037844386;0.5000000000000001
2013-03-16;30.7196;-0.05730000000000146;0;0;0;0;0;1;0;0.8660254037844386;0.5000000000000001
2013-03-17;30.7196;0.0;0;0;0;0;0;0;1;0.8660254037844386;0.5000000000000001
2013-03-18;30.7196;0.0;1;0;0;0;0;0;0;0.8660254037844386;0.5000000000000001
2013-03-19;30.8908;0.1711999999999989;0;1;0;0;0;0;0;0.8660254037844386;0.5000000000000001
2013-03-20;30.8285;-0.062300000000000466;0;0;1;0;0;0;0;0.8660254037844386;0.5000000000000001
2013-03-21;30.9446;0.11610000000000298;0;0;0;1;0;0;0;0.8660254037844386;0.5000000000000001
2013-03-22;30.8923;-0.052300000000002456;0;0;0;0;1;0;0;0.8660254037844386;0.5000000000000001
2013-03-23;30.9325;0.040200000000002234;0;0;0;0;0;1;0;0.8660254037844386;0.5000000000000001
2013-03-24;30.9325;0.0;0;0;0;0;0;0;1;0.8660254037844386;0.5000000000000001
2013-03-25;30.9325;0.0;1;0;0;0;0;0;0;0.8660254037844386;0.5000000000000001
2013-03-26;30.7585;-0.1739999999999995;0;1;0;0;0;0;0;0.8660254037844386;0.5000000000000001
2013-03-27;30.8734;0.11489999999999867;0;0;1;0;0;0;0;0.8660254037844386;0.5000000000000001
2013-03-28;30.863;-0.010400000000000631;0;0;0;1;0;0;0;0.8660254037844386;0.5000000000000001
2013-03-29;30.9962;0.1332000000000022;0;0;0;0;1;0;0;0.8660254037844386;0.5000000000000001
2013-03-30;31.0834;0.08719999999999928;0;0;0;0;0;1;0;0.8660254037844386;0.5000000000000001
2013-03-31;31.0834;0.0;0;0;0;0;0;0;1;0.8660254037844386;0.5000000000000001
2013-04-01;31.0834;0.0;1;0;0;0;0;0;0;1.0;6.123233995736766e-17
2013-04-02;31.1093;0.025900000000000034;0;1;0;0;0;0;0;1.0;6.123233995736766e-17
2013-04-03;31.1178;0.008499999999997954;0;0;1;0;0;0;0;1.0;6.123233995736766e-17
2013-04-04;31.3918;0.2740000000000009;0;0;0;1;0;0;0;1.0;6.123233995736766e-17
2013-04-05;31.7203;0.3285000000000018;0;0;0;0;1;0;0;1.0;6.123233995736766e-17
2013-04-06;31.6207;-0.09960000000000235;0;0;0;0;0;1;0;1.0;6.123233995736766e-17
2013-04-07;31.6207;0.0;0;0;0;0;0;0;1;1.0;6.123233995736766e-17
2013-04-08;31.6207;0.0;1;0;0;0;0;0;0;1.0;6.123233995736766e-17
2013-04-09;31.6144;-0.006299999999999528;0;1;0;0;0;0;0;1.0;6.123233995736766e-17
2013-04-10;31.2086;-0.4057999999999993;0;0;1;0;0;0;0;1.0;6.123233995736766e-17
2013-04-11;31.0036;-0.20500000000000185;0;0;0;1;0;0;0;1.0;6.123233995736766e-17
2013-04-12;30.8814;-0.12219999999999942;0;0;0;0;1;0;0;1.0;6.123233995736766e-17
2013-04-13;30.9308;0.04940000000000211;0;0;0;0;0;1;0;1.0;6.123233995736766e-17
2013-04-14;30.9308;0.0;0;0;0;0;0;0;1;1.0;6.123233995736766e-17
2013-04-15;30.9308;0.0;1;0;0;0;0;0;0;1.0;6.123233995736766e-17
2013-04-16;31.3051;0.3742999999999981;0;1;0;0;0;0;0;1.0;6.123233995736766e-17
2013-04-17;31.4512;0.14610000000000056;0;0;1;0;0;0;0;1.0;6.123233995736766e-17
2013-04-18;31.232;-0.21920000000000073;0;0;0;1;0;0;0;1.0;6.123233995736766e-17
2013-04-19;31.7151;0.4831000000000003;0;0;0;0;1;0;0;1.0;6.123233995736766e-17
2013-04-20;31.4605;-0.25459999999999994;0;0;0;0;0;1;0;1.0;6.123233995736766e-17
2013-04-21;31.4605;0.0;0;0;0;0;0;0;1;1.0;6.123233995736766e-17
2013-04-22;31.4605;0.0;1;0;0;0;0;0;0;1.0;6.123233995736766e-17
2013-04-23;31.5664;0.10590000000000188;0;1;0;0;0;0;0;1.0;6.123233995736766e-17
2013-04-24;31.6414;0.07499999999999929;0;0;1;0;0;0;0;1.0;6.123233995736766e-17
2013-04-25;31.5917;-0.04970000000000141;0;0;0;1;0;0;0;1.0;6.123233995736766e-17
2013-04-26;31.3169;-0.27479999999999905;0;0;0;0;1;0;0;1.0;6.123233995736766e-17
2013-04-27;31.2196;-0.09730000000000061;0;0;0;0;0;1;0;1.0;6.123233995736766e-17
2013-04-28;31.2196;0.0;0;0;0;0;0;0;1;1.0;6.123233995736766e-17
2013-04-29;31.2196;0.0;1;0;0;0;0;0;0;1.0;6.123233995736766e-17
2013-04-30;31.2559;0.036300000000000665;0;1;0;0;0;0;0;1.0;6.123233995736766e-17
2013-05-01;31.0433;-0.2126000000000019;0;0;1;0;0;0;0;0.8660254037844387;-0.4999999999999998
2013-05-02;31.0433;0.0;0;0;0;1;0;0;0;0.8660254037844387;-0.4999999999999998
2013-05-03;31.0433;0.0;0;0;0;0;1;0;0;0.8660254037844387;-0.4999999999999998
2013-05-04;31.0433;0.0;0;0;0;0;0;1;0;0.8660254037844387;-0.4999999999999998
2013-05-05;31.0433;0.0;0;0;0;0;0;0;1;0.8660254037844387;-0.4999999999999998
2013-05-06;31.0433;0.0;1;0;0;0;0;0;0;0.8660254037844387;-0.4999999999999998
2013-05-07;31.0839;0.0406000000000013;0;1;0;0;0;0;0;0.8660254037844387;-0.4999999999999998
2013-05-08;31.0789;-0.004999999999999005;0;0;1;0;0;0;0;0.8660254037844387;-0.4999999999999998
2013-05-09;31.0829;0.003999999999997783;0;0;0;1;0;0;0;0.8660254037844387;-0.4999999999999998
2013-05-10;31.0829;0.0;0;0;0;0;1;0;0;0.8660254037844387;-0.4999999999999998
2013-05-11;31.0829;0.0;0;0;0;0;0;1;0;0.8660254037844387;-0.4999999999999998
2013-05-12;31.0829;0.0;0;0;0;0;0;0;1;0.8660254037844387;-0.4999999999999998
2013-05-13;31.0829;0.0;1;0;0;0;0;0;0;0.8660254037844387;-0.4999999999999998
2013-05-14;31.3777;0.29480000000000217;0;1;0;0;0;0;0;0.8660254037844387;-0.4999999999999998
2013-05-15;31.2778;-0.09990000000000165;0;0;1;0;0;0;0;0.8660254037844387;-0.4999999999999998
2013-05-16;31.4281;0.15030000000000143;0;0;0;1;0;0;0;0.8660254037844387;-0.4999999999999998
2013-05-17;31.4166;-0.01150000000000162;0;0;0;0;1;0;0;0.8660254037844387;-0.4999999999999998
2013-05-18;31.3931;-0.023499999999998522;0;0;0;0;0;1;0;0.8660254037844387;-0.4999999999999998
2013-05-19;31.3931;0.0;0;0;0;0;0;0;1;0.8660254037844387;-0.4999999999999998
2013-05-20;31.3931;0.0;1;0;0;0;0;0;0;0.8660254037844387;-0.4999999999999998
2013-05-21;31.3406;-0.05250000000000199;0;1;0;0;0;0;0;0.8660254037844387;-0.4999999999999998
2013-05-22;31.177;-0.16359999999999886;0;0;1;0;0;0;0;0.8660254037844387;-0.4999999999999998
2013-05-23;31.228;0.05100000000000193;0;0;0;1;0;0;0;0.8660254037844387;-0.4999999999999998
2013-05-24;31.4711;0.24309999999999832;0;0;0;0;1;0;0;0.8660254037844387;-0.4999999999999998
2013-05-25;31.3164;-0.15469999999999828;0;0;0;0;0;1;0;0.8660254037844387;-0.4999999999999998
2013-05-26;31.3164;0.0;0;0;0;0;0;0;1;0.8660254037844387;-0.4999999999999998
2013-05-27;31.3164;0.0;1;0;0;0;0;0;0;0.8660254037844387;-0.4999999999999998
2013-05-28;31.3025;-0.013900000000003132;0;1;0;0;0;0;0;0.8660254037844387;-0.4999999999999998
2013-05-29;31.3784;0.07590000000000074;0;0;1;0;0;0;0;0.8660254037844387;-0.4999999999999998
2013-05-30;31.5203;0.1418999999999997;0;0;0;1;0;0;0;0.8660254037844387;-0.4999999999999998
2013-05-31;31.5893;0.06900000000000261;0;0;0;0;1;0;0;0.8660254037844387;-0.4999999999999998
2013-06-01;31.7979;0.208599999999997;0;0;0;0;0;1;0;0.49999999999999994;-0.8660254037844387
2013-06-02;31.7979;0.0;0;0;0;0;0;0;1;0.49999999999999994;-0.8660254037844387
2013-06-03;31.7979;0.0;1;0;0;0;0;0;0;0.49999999999999994;-0.8660254037844387
2013-06-04;32.0487;0.25079999999999814;0;1;0;0;0;0;0;0.49999999999999994;-0.8660254037844387
2013-06-05;31.8344;-0.21429999999999794;0;0;1;0;0;0;0;0.49999999999999994;-0.8660254037844387
2013-06-06;31.9816;0.14720000000000155;0;0;0;1;0;0;0;0.49999999999999994;-0.8660254037844387
2013-06-07;32.1385;0.15690000000000026;0;0;0;0;1;0;0;0.49999999999999994;-0.8660254037844387
2013-06-08;32.2397;0.10119999999999862;0;0;0;0;0;1;0;0.49999999999999994;-0.8660254037844387
2013-06-09;32.2397;0.0;0;0;0;0;0;0;1;0.49999999999999994;-0.8660254037844387
2013-06-10;32.2397;0.0;1;0;0;0;0;0;0;0.49999999999999994;-0.8660254037844387
2013-06-11;32.3246;0.08489999999999753;0;1;0;0;0;0;0;0.49999999999999994;-0.8660254037844387
2013-06-12;32.3951;0.07050000000000267;0;0;1;0;0;0;0;0.49999999999999994;-0.8660254037844387
2013-06-13;32.3951;0.0;0;0;0;1;0;0;0;0.49999999999999994;-0.8660254037844387
2013-06-14;32.3467;-0.04840000000000089;0;0;0;0;1;0;0;0.49999999999999994;-0.8660254037844387
2013-06-15;31.8029;-0.5437999999999974;0;0;0;0;0;1;0;0.49999999999999994;-0.8660254037844387
2013-06-16;31.8029;0.0;0;0;0;0;0;0;1;0.49999999999999994;-0.8660254037844387
2013-06-17;31.8029;0.0;1;0;0;0;0;0;0;0.49999999999999994;-0.8660254037844387
2013-06-18;31.679;-0.12390000000000256;0;1;0;0;0;0;0;0.49999999999999994;-0.8660254037844387
2013-06-19;31.8824;0.20340000000000202;0;0;1;0;0;0;0;0.49999999999999994;-0.8660254037844387
2013-06-20;32.1201;0.23770000000000024;0;0;0;1;0;0;0;0.49999999999999994;-0.8660254037844387
2013-06-21;32.7041;0.5839999999999961;0;0;0;0;1;0;0;0.49999999999999994;-0.8660254037844387
2013-06-22;32.7433;0.03920000000000101;0;0;0;0;0;1;0;0.49999999999999994;-0.8660254037844387
2013-06-23;32.7433;0.0;0;0;0;0;0;0;1;0.49999999999999994;-0.8660254037844387
2013-06-24;32.7433;0.0;1;0;0;0;0;0;0;0.49999999999999994;-0.8660254037844387
2013-06-25;32.9097;0.166400000000003;0;1;0;0;0;0;0;0.49999999999999994;-0.8660254037844387
2013-06-26;32.714;-0.1957000000000022;0;0;1;0;0;0;0;0.49999999999999994;-0.8660254037844387
2013-06-27;32.8876;0.17360000000000042;0;0;0;1;0;0;0;0.49999999999999994;-0.8660254037844387
2013-06-28;32.8766;-0.01099999999999568;0;0;0;0;1;0;0;0.49999999999999994;-0.8660254037844387
2013-06-29;32.709;-0.1676000000000002;0;0;0;0;0;1;0;0.49999999999999994;-0.8660254037844387
2013-06-30;32.709;0.0;0;0;0;0;0;0;1;0.49999999999999994;-0.8660254037844387
2013-07-01;32.709;0.0;1;0;0;0;0;0;0;1.2246467991473532e-16;-1.0
2013-07-02;32.8517;0.14269999999999783;0;1;0;0;0;0;0;1.2246467991473532e-16;-1.0
2013-07-03;32.9475;0.095799999999997;0;0;1;0;0;0;0;1.2246467991473532e-16;-1.0
2013-07-04;33.2204;0.2728999999999999;0;0;0;1;0;0;0;1.2246467991473532e-16;-1.0
2013-07-05;33.1605;-0.059899999999998954;0;0;0;0;1;0;0;1.2246467991473532e-16;-1.0
2013-07-06;33.2247;0.06419999999999959;0;0;0;0;0;1;0;1.2246467991473532e-16;-1.0
2013-07-07;33.2247;0.0;0;0;0;0;0;0;1;1.2246467991473532e-16;-1.0
2013-07-08;33.2247;0.0;1;0;0;0;0;0;0;1.2246467991473532e-16;-1.0
2013-07-09;33.321;0.09629999999999939;0;1;0;0;0;0;0;1.2246467991473532e-16;-1.0
2013-07-10;33.0842;-0.23679999999999524;0;0;1;0;0;0;0;1.2246467991473532e-16;-1.0
2013-07-11;32.9112;-0.17300000000000182;0;0;0;1;0;0;0;1.2246467991473532e-16;-1.0
2013-07-12;32.5867;-0.32450000000000045;0;0;0;0;1;0;0;1.2246467991473532e-16;-1.0
2013-07-13;32.6429;0.05619999999999692;0;0;0;0;0;1;0;1.2246467991473532e-16;-1.0
2013-07-14;32.6429;0.0;0;0;0;0;0;0;1;1.2246467991473532e-16;-1.0
2013-07-15;32.6429;0.0;1;0;0;0;0;0;0;1.2246467991473532e-16;-1.0
2013-07-16;32.622;-0.020899999999997476;0;1;0;0;0;0;0;1.2246467991473532e-16;-1.0
2013-07-17;32.5417;-0.08030000000000115;0;0;1;0;0;0;0;1.2246467991473532e-16;-1.0
2013-07-18;32.4526;-0.08910000000000196;0;0;0;1;0;0;0;1.2246467991473532e-16;-1.0
2013-07-19;32.3998;-0.05279999999999774;0;0;0;0;1;0;0;1.2246467991473532e-16;-1.0
2013-07-20;32.4288;0.029000000000003467;0;0;0;0;0;1;0;1.2246467991473532e-16;-1.0
2013-07-21;32.4288;0.0;0;0;0;0;0;0;1;1.2246467991473532e-16;-1.0
2013-07-22;32.4288;0.0;1;0;0;0;0;0;0;1.2246467991473532e-16;-1.0
2013-07-23;32.3236;-0.10520000000000351;0;1;0;0;0;0;0;1.2246467991473532e-16;-1.0
2013-07-24;32.3106;-0.012999999999998124;0;0;1;0;0;0;0;1.2246467991473532e-16;-1.0
2013-07-25;32.3462;0.035600000000002296;0;0;0;1;0;0;0;1.2246467991473532e-16;-1.0
2013-07-26;32.5376;0.19139999999999446;0;0;0;0;1;0;0;1.2246467991473532e-16;-1.0
2013-07-27;32.6371;0.09949999999999903;0;0;0;0;0;1;0;1.2246467991473532e-16;-1.0
2013-07-28;32.6371;0.0;0;0;0;0;0;0;1;1.2246467991473532e-16;-1.0
2013-07-29;32.6371;0.0;1;0;0;0;0;0;0;1.2246467991473532e-16;-1.0
2013-07-30;32.8556;0.2185000000000059;0;1;0;0;0;0;0;1.2246467991473532e-16;-1.0
2013-07-31;32.8901;0.0344999999999942;0;0;1;0;0;0;0;1.2246467991473532e-16;-1.0
2013-08-01;33.033;0.14290000000000447;0;0;0;1;0;0;0;-0.4999999999999997;-0.8660254037844388
2013-08-02;32.9741;-0.058900000000001285;0;0;0;0;1;0;0;-0.4999999999999997;-0.8660254037844388
2013-08-03;33.0978;0.12369999999999948;0;0;0;0;0;1;0;-0.4999999999999997;-0.8660254037844388
2013-08-04;33.0978;0.0;0;0;0;0;0;0;1;-0.4999999999999997;-0.8660254037844388
2013-08-05;33.0978;0.0;1;0;0;0;0;0;0;-0.4999999999999997;-0.8660254037844388
2013-08-06;32.8811;-0.2166999999999959;0;1;0;0;0;0;0;-0.4999999999999997;-0.8660254037844388
2013-08-07;32.939;0.05789999999999651;0;0;1;0;0;0;0;-0.4999999999999997;-0.8660254037844388
2013-08-08;32.9848;0.04579999999999984;0;0;0;1;0;0;0;-0.4999999999999997;-0.8660254037844388
2013-08-09;32.9401;-0.04469999999999885;0;0;0;0;1;0;0;-0.4999999999999997;-0.8660254037844388
2013-08-10;32.8606;-0.07950000000000301;0;0;0;0;0;1;0;-0.4999999999999997;-0.8660254037844388
2013-08-11;32.8606;0.0;0;0;0;0;0;0;1;-0.4999999999999997;-0.8660254037844388
2013-08-12;32.8606;0.0;1;0;0;0;0;0;0;-0.4999999999999997;-0.8660254037844388
2013-08-13;32.891;0.030400000000000205;0;1;0;0;0;0;0;-0.4999999999999997;-0.8660254037844388
2013-08-14;33.0426;0.15160000000000196;0;0;1;0;0;0;0;-0.4999999999999997;-0.8660254037844388
2013-08-15;33.1583;0.1156999999999968;0;0;0;1;0;0;0;-0.4999999999999997;-0.8660254037844388
2013-08-16;33.0004;-0.15789999999999793;0;0;0;0;1;0;0;-0.4999999999999997;-0.8660254037844388
2013-08-17;32.9421;-0.05829999999999558;0;0;0;0;0;1;0;-0.4999999999999997;-0.8660254037844388
2013-08-18;32.9421;0.0;0;0;0;0;0;0;1;-0.4999999999999997;-0.8660254037844388
2013-08-19;32.9421;0.0;1;0;0;0;0;0;0;-0.4999999999999997;-0.8660254037844388
2013-08-20;32.9226;-0.01950000000000074;0;1;0;0;0;0;0;-0.4999999999999997;-0.8660254037844388
2013-08-21;33.0006;0.07799999999999585;0;0;1;0;0;0;0;-0.4999999999999997;-0.8660254037844388
2013-08-22;32.9737;-0.026899999999997704;0;0;0;1;0;0;0;-0.4999999999999997;-0.8660254037844388
2013-08-23;33.1908;0.21710000000000207;0;0;0;0;1;0;0;-0.4999999999999997;-0.8660254037844388
2013-08-24;33.0552;-0.13560000000000372;0;0;0;0;0;1;0;-0.4999999999999997;-0.8660254037844388
2013-08-25;33.0552;0.0;0;0;0;0;0;0;1;-0.4999999999999997;-0.8660254037844388
2013-08-26;33.0552;0.0;1;0;0;0;0;0;0;-0.4999999999999997;-0.8660254037844388
2013-08-27;32.9564;-0.09879999999999711;0;1;0;0;0;0;0;-0.4999999999999997;-0.8660254037844388
2013-08-28;33.1224;0.16599999999999682;0;0;1;0;0;0;0;-0.4999999999999997;-0.8660254037844388
2013-08-29;33.1798;0.05740000000000123;0;0;0;1;0;0;0;-0.4999999999999997;-0.8660254037844388
2013-08-30;33.1783;-0.0015000000000000568;0;0;0;0;1;0;0;-0.4999999999999997;-0.8660254037844388
2013-08-31;33.2474;0.06909999999999883;0;0;0;0;0;1;0;-0.4999999999999997;-0.8660254037844388
2013-09-01;33.2474;0.0;0;0;0;0;0;0;1;-0.8660254037844384;-0.5000000000000004
2013-09-02;33.2474;0.0;1;0;0;0;0;0;0;-0.8660254037844384;-0.5000000000000004
2013-09-03;33.2522;0.004800000000003024;0;1;0;0;0;0;0;-0.8660254037844384;-0.5000000000000004
2013-09-04;33.3693;0.11710000000000065;0;0;1;0;0;0;0;-0.8660254037844384;-0.5000000000000004
2013-09-05;33.4656;0.09629999999999939;0;0;0;1;0;0;0;-0.8660254037844384;-0.5000000000000004
2013-09-06;33.3901;-0.07550000000000523;0;0;0;0;1;0;0;-0.8660254037844384;-0.5000000000000004
2013-09-07;33.4338;0.04370000000000118;0;0;0;0;0;1;0;-0.8660254037844384;-0.5000000000000004
2013-09-08;33.4338;0.0;0;0;0;0;0;0;1;-0.8660254037844384;-0.5000000000000004
2013-09-09;33.4338;0.0;1;0;0;0;0;0;0;-0.8660254037844384;-0.5000000000000004
2013-09-10;33.3243;-0.10949999999999704;0;1;0;0;0;0;0;-0.8660254037844384;-0.5000000000000004
2013-09-11;33.06;-0.26429999999999865;0;0;1;0;0;0;0;-0.8660254037844384;-0.5000000000000004
2013-09-12;32.9629;-0.09710000000000463;0;0;0;1;0;0;0;-0.8660254037844384;-0.5000000000000004
2013-09-13;32.6731;-0.2897999999999996;0;0;0;0;1;0;0;-0.8660254037844384;-0.5000000000000004
2013-09-14;32.7406;0.06750000000000256;0;0;0;0;0;1;0;-0.8660254037844384;-0.5000000000000004
2013-09-15;32.7406;0.0;0;0;0;0;0;0;1;-0.8660254037844384;-0.5000000000000004
2013-09-16;32.7406;0.0;1;0;0;0;0;0;0;-0.8660254037844384;-0.5000000000000004
2013-09-17;32.2907;-0.4498999999999995;0;1;0;0;0;0;0;-0.8660254037844384;-0.5000000000000004
2013-09-18;32.3237;0.03300000000000125;0;0;1;0;0;0;0;-0.8660254037844384;-0.5000000000000004
2013-09-19;32.245;-0.07870000000000488;0;0;0;1;0;0;0;-0.8660254037844384;-0.5000000000000004
2013-09-20;31.5892;-0.6557999999999957;0;0;0;0;1;0;0;-0.8660254037844384;-0.5000000000000004
2013-09-21;31.7326;0.14339999999999975;0;0;0;0;0;1;0;-0.8660254037844384;-0.5000000000000004
2013-09-22;31.7326;0.0;0;0;0;0;0;0;1;-0.8660254037844384;-0.5000000000000004
2013-09-23;31.7326;0.0;1;0;0;0;0;0;0;-0.8660254037844384;-0.5000000000000004
2013-09-24;31.9106;0.17799999999999727;0;1;0;0;0;0;0;-0.8660254037844384;-0.5000000000000004
2013-09-25;31.8167;-0.09389999999999787;0;0;1;0;0;0;0;-0.8660254037844384;-0.5000000000000004
2013-09-26;31.9343;0.11759999999999948;0;0;0;1;0;0;0;-0.8660254037844384;-0.5000000000000004
2013-09-27;32.1736;0.23930000000000007;0;0;0;0;1;0;0;-0.8660254037844384;-0.5000000000000004
2013-09-28;32.3451;0.17150000000000176;0;0;0;0;0;1;0;-0.8660254037844384;-0.5000000000000004
2013-09-29;32.3451;0.0;0;0;0;0;0;0;1;-0.8660254037844384;-0.5000000000000004
2013-09-30;32.3451;0.0;1;0;0;0;0;0;0;-0.8660254037844384;-0.5000000000000004
2013-10-01;32.4839;0.13879999999999626;0;1;0;0;0;0;0;-1.0;-1.8369701987210297e-16
2013-10-02;32.2965;-0.18739999999999668;0;0;1;0;0;0;0;-1.0;-1.8369701987210297e-16
2013-10-03;32.2979;0.0013999999999967372;0;0;0;1;0;0;0;-1.0;-1.8369701987210297e-16
2013-10-04;32.125;-0.1728999999999985;0;0;0;0;1;0;0;-1.0;-1.8369701987210297e-16
2013-10-05;32.1005;-0.024500000000003297;0;0;0;0;0;1;0;-1.0;-1.8369701987210297e-16
2013-10-06;32.1005;0.0;0;0;0;0;0;0;1;-1.0;-1.8369701987210297e-16
2013-10-07;32.1005;0.0;1;0;0;0;0;0;0;-1.0;-1.8369701987210297e-16
2013-10-08;32.2931;0.19260000000000588;0;1;0;0;0;0;0;-1.0;-1.8369701987210297e-16
2013-10-09;32.2984;0.005299999999998306;0;0;1;0;0;0;0;-1.0;-1.8369701987210297e-16
2013-10-10;32.3619;0.06349999999999767;0;0;0;1;0;0;0;-1.0;-1.8369701987210297e-16
2013-10-11;32.3564;-0.00549999999999784;0;0;0;0;1;0;0;-1.0;-1.8369701987210297e-16
2013-10-12;32.2133;-0.143100000000004;0;0;0;0;0;1;0;-1.0;-1.8369701987210297e-16
2013-10-13;32.2133;0.0;0;0;0;0;0;0;1;-1.0;-1.8369701987210297e-16
2013-10-14;32.2133;0.0;1;0;0;0;0;0;0;-1.0;-1.8369701987210297e-16
2013-10-15;32.2663;0.05300000000000438;0;1;0;0;0;0;0;-1.0;-1.8369701987210297e-16
2013-10-16;32.2676;0.001300000000000523;0;0;1;0;0;0;0;-1.0;-1.8369701987210297e-16
2013-10-17;32.2561;-0.011499999999998067;0;0;0;1;0;0;0;-1.0;-1.8369701987210297e-16
2013-10-18;32.0816;-0.17450000000000188;0;0;0;0;1;0;0;-1.0;-1.8369701987210297e-16
2013-10-19;31.846;-0.23560000000000159;0;0;0;0;0;1;0;-1.0;-1.8369701987210297e-16
2013-10-20;31.846;0.0;0;0;0;0;0;0;1;-1.0;-1.8369701987210297e-16
2013-10-21;31.846;0.0;1;0;0;0;0;0;0;-1.0;-1.8369701987210297e-16
2013-10-22;31.9013;0.05529999999999902;0;1;0;0;0;0;0;-1.0;-1.8369701987210297e-16
2013-10-23;31.9346;0.03330000000000055;0;0;1;0;0;0;0;-1.0;-1.8369701987210297e-16
2013-10-24;31.7448;-0.1897999999999982;0;0;0;1;0;0;0;-1.0;-1.8369701987210297e-16
2013-10-25;31.6618;-0.08300000000000196;0;0;0;0;1;0;0;-1.0;-1.8369701987210297e-16
2013-10-26;31.6775;0.015699999999998937;0;0;0;0;0;1;0;-1.0;-1.8369701987210297e-16
2013-10-27;31.6775;0.0;0;0;0;0;0;0;1;-1.0;-1.8369701987210297e-16
2013-10-28;31.6775;0.0;1;0;0;0;0;0;0;-1.0;-1.8369701987210297e-16
2013-10-29;31.8119;0.13440000000000296;0;1;0;0;0;0;0;-1.0;-1.8369701987210297e-16
2013-10-30;31.9445;0.13260000000000005;0;0;1;0;0;0;0;-1.0;-1.8369701987210297e-16
